== optuna_overnight.log: Best lines (last 200) ==
[I 2026-07-31 22:08:35,217] Trial 3453 finished with value: -2.160912666641889 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.008, 'hold_ticks': 290, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:55,537] Trial 3613 finished with value: -11.327541135126912 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.012, 'hold_ticks': 290, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:55,655] Trial 3614 finished with value: -3.483601273423319 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 38, 'entry_rsi_max': 45, 'take_profit_pct': 0.013000000000000001, 'hold_ticks': 300, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:55,792] Trial 3615 finished with value: -4.863204778892941 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 37, 'entry_rsi_max': 46, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 290, 'exit_sma_mult': 1.003, 'position_size': 0.34}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:55,904] Trial 3616 finished with value: -3.3266067290942556 and parameters: {'entry_sma_mult': 0.995, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 300, 'exit_sma_mult': 1.0035, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:56,018] Trial 3617 finished with value: -6.140576571098881 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 30, 'entry_rsi_max': 45, 'take_profit_pct': 0.01, 'hold_ticks': 300, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:56,162] Trial 3618 finished with value: -2.160912666641889 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.008, 'hold_ticks': 290, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:56,281] Trial 3619 finished with value: -132.62025953476635 and parameters: {'entry_sma_mult': 1.003, 'entry_rsi_min': 38, 'entry_rsi_max': 45, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 300, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:56,402] Trial 3620 finished with value: -1.1964680462489925 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 37, 'entry_rsi_max': 46, 'take_profit_pct': 0.01, 'hold_ticks': 300, 'exit_sma_mult': 1.003, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:56,517] Trial 3621 finished with value: -3.6366208271553297 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 36, 'entry_rsi_max': 45, 'take_profit_pct': 0.008, 'hold_ticks': 290, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:56,638] Trial 3622 finished with value: -4.426077059334675 and parameters: {'entry_sma_mult': 0.995, 'entry_rsi_min': 38, 'entry_rsi_max': 45, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 300, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:56,755] Trial 3623 finished with value: -12.366648314041957 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 36, 'entry_rsi_max': 46, 'take_profit_pct': 0.008, 'hold_ticks': 280, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:56,883] Trial 3624 finished with value: -0.6103835453659303 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 300, 'exit_sma_mult': 1.003, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:57,005] Trial 3625 finished with value: -10.651557882997913 and parameters: {'entry_sma_mult': 0.995, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 290, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:57,128] Trial 3626 finished with value: -7.163173118305556 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 36, 'entry_rsi_max': 45, 'take_profit_pct': 0.01, 'hold_ticks': 300, 'exit_sma_mult': 1.0035, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:57,264] Trial 3627 finished with value: -2.9821694967492656 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 37, 'entry_rsi_max': 46, 'take_profit_pct': 0.008, 'hold_ticks': 290, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:57,403] Trial 3628 finished with value: -8.336832589573577 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 38, 'entry_rsi_max': 45, 'take_profit_pct': 0.01, 'hold_ticks': 300, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:57,548] Trial 3629 finished with value: -3.3266067290942556 and parameters: {'entry_sma_mult': 0.995, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 300, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:57,677] Trial 3630 finished with value: -4.079396762597807 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 36, 'entry_rsi_max': 45, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 290, 'exit_sma_mult': 1.003, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:57,833] Trial 3631 finished with value: -13.494945970891038 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 24, 'entry_rsi_max': 46, 'take_profit_pct': 0.011, 'hold_ticks': 290, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:57,975] Trial 3632 finished with value: -0.6103835453659303 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 300, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:58,119] Trial 3633 finished with value: -8.671528992632165 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.01, 'hold_ticks': 300, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:58,261] Trial 3634 finished with value: -5.232111920739735 and parameters: {'entry_sma_mult': 0.995, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.008, 'hold_ticks': 280, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:58,395] Trial 3635 finished with value: -249.6527806838469 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 36, 'entry_rsi_max': 45, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 140, 'exit_sma_mult': 1.0025, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:58,532] Trial 3636 finished with value: -2.694809954305074 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 38, 'entry_rsi_max': 45, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 290, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:58,672] Trial 3637 finished with value: -644.1596231229098 and parameters: {'entry_sma_mult': 0.995, 'entry_rsi_min': 20, 'entry_rsi_max': 46, 'take_profit_pct': 0.008, 'hold_ticks': 300, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:58,803] Trial 3638 finished with value: -1.7430807253409148 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.01, 'hold_ticks': 290, 'exit_sma_mult': 1.0035, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:58,940] Trial 3639 finished with value: -7.131910314712489 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 38, 'entry_rsi_max': 45, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 300, 'exit_sma_mult': 1.003, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:59,077] Trial 3640 finished with value: -2.9821694967492656 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 37, 'entry_rsi_max': 46, 'take_profit_pct': 0.008, 'hold_ticks': 290, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:59,216] Trial 3641 finished with value: -3.3266067290942556 and parameters: {'entry_sma_mult': 0.995, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 300, 'exit_sma_mult': 1.003, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:59,353] Trial 3642 finished with value: -1.6120362742753969 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 36, 'entry_rsi_max': 45, 'take_profit_pct': 0.01, 'hold_ticks': 300, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:59,482] Trial 3643 finished with value: -27.0861771190364 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 38, 'entry_rsi_max': 46, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 40, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:59,617] Trial 3644 finished with value: -2.1289844574555175 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 36, 'entry_rsi_max': 45, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 300, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:59,761] Trial 3645 finished with value: -8.659207324775272 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.008, 'hold_ticks': 300, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:08:59,880] Trial 3646 finished with value: -5.3717725661436635 and parameters: {'entry_sma_mult': 0.995, 'entry_rsi_min': 38, 'entry_rsi_max': 46, 'take_profit_pct': 0.01, 'hold_ticks': 280, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:09:00,010] Trial 3647 finished with value: -2.0329547691370133 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 290, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:09:00,155] Trial 3648 finished with value: -4.111178608171158 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 36, 'entry_rsi_max': 45, 'take_profit_pct': 0.008, 'hold_ticks': 290, 'exit_sma_mult': 1.003, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:09:00,291] Trial 3649 finished with value: -8.007828648235021 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 300, 'exit_sma_mult': 1.0035, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:09:00,431] Trial 3650 finished with value: -6.873524860496776 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 37, 'entry_rsi_max': 45, 'take_profit_pct': 0.01, 'hold_ticks': 300, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:09:00,571] Trial 3651 finished with value: -5.925629198520182 and parameters: {'entry_sma_mult': 0.995, 'entry_rsi_min': 38, 'entry_rsi_max': 45, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 290, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.
[I 2026-07-31 22:09:00,710] Trial 3652 finished with value: -7.24298011135925 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 37, 'entry_rsi_max': 46, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 300, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 2179 with value: -0.5680222015935761.



== optuna_12h_core0.log: last 100 lines ==
[I 2026-08-02 01:34:16,148] Trial 26237 finished with value: -70.20448779407671 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 39, 'entry_rsi_max': 50, 'take_profit_pct': 0.007, 'hold_ticks': 140, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:34:17,190] Trial 26238 finished with value: -3.885074625331381 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 40, 'entry_rsi_max': 49, 'take_profit_pct': 0.008, 'hold_ticks': 130, 'exit_sma_mult': 1.005, 'position_size': 0.22}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:34:18,269] Trial 26239 finished with value: -35.13136489398843 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 40, 'entry_rsi_max': 49, 'take_profit_pct': 0.006, 'hold_ticks': 90, 'exit_sma_mult': 1.0045, 'position_size': 0.34}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:34:19,357] Trial 26240 finished with value: -105.39240486808326 and parameters: {'entry_sma_mult': 0.9964999999999999, 'entry_rsi_min': 40, 'entry_rsi_max': 48, 'take_profit_pct': 0.006, 'hold_ticks': 70, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:34:20,423] Trial 26241 finished with value: -36.65792611015266 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 39, 'entry_rsi_max': 49, 'take_profit_pct': 0.008, 'hold_ticks': 120, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:34:21,502] Trial 26242 finished with value: -2.902454481144905 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 40, 'entry_rsi_max': 49, 'take_profit_pct': 0.007, 'hold_ticks': 140, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:34:22,583] Trial 26243 finished with value: -8.09223496373519 and parameters: {'entry_sma_mult': 0.995, 'entry_rsi_min': 40, 'entry_rsi_max': 50, 'take_profit_pct': 0.007, 'hold_ticks': 120, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:34:23,652] Trial 26244 finished with value: -28.72279557433671 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 40, 'entry_rsi_max': 49, 'take_profit_pct': 0.007, 'hold_ticks': 110, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:34:24,733] Trial 26245 finished with value: -30.697002813706582 and parameters: {'entry_sma_mult': 0.997, 'entry_rsi_min': 39, 'entry_rsi_max': 49, 'take_profit_pct': 0.006, 'hold_ticks': 150, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:34:25,786] Trial 26246 finished with value: -35.07440495945735 and parameters: {'entry_sma_mult': 0.9964999999999999, 'entry_rsi_min': 40, 'entry_rsi_max': 48, 'take_profit_pct': 0.008, 'hold_ticks': 130, 'exit_sma_mult': 1.0045, 'position_size': 0.22}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:34:26,883] Trial 26247 finished with value: -44.699631749809996 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 39, 'entry_rsi_max': 49, 'take_profit_pct': 0.007, 'hold_ticks': 130, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:34:27,978] Trial 26248 finished with value: -3.344216441465087 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 40, 'entry_rsi_max': 50, 'take_profit_pct': 0.007, 'hold_ticks': 120, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:34:28,954] Trial 26249 finished with value: -21.89011407478445 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 39, 'entry_rsi_max': 49, 'take_profit_pct': 0.008, 'hold_ticks': 140, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:34:30,043] Trial 26250 finished with value: -28.927912533968676 and parameters: {'entry_sma_mult': 0.9964999999999999, 'entry_rsi_min': 40, 'entry_rsi_max': 48, 'take_profit_pct': 0.006, 'hold_ticks': 130, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:34:31,085] Trial 26251 finished with value: -2.902454481144905 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 40, 'entry_rsi_max': 49, 'take_profit_pct': 0.007, 'hold_ticks': 120, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:34:32,124] Trial 26252 finished with value: -925.3652165282593 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 40, 'entry_rsi_max': 49, 'take_profit_pct': 0.007, 'hold_ticks': 110, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:34:33,205] Trial 26253 finished with value: -26.86562619011614 and parameters: {'entry_sma_mult': 0.9964999999999999, 'entry_rsi_min': 40, 'entry_rsi_max': 49, 'take_profit_pct': 0.008, 'hold_ticks': 50, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:34:34,264] Trial 26254 finished with value: -37.59444783434658 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 38, 'entry_rsi_max': 50, 'take_profit_pct': 0.006, 'hold_ticks': 130, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:34:35,347] Trial 26255 finished with value: -100.23800353633938 and parameters: {'entry_sma_mult': 1.003, 'entry_rsi_min': 39, 'entry_rsi_max': 46, 'take_profit_pct': 0.007, 'hold_ticks': 120, 'exit_sma_mult': 1.0045, 'position_size': 0.22}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:34:36,476] Trial 26256 finished with value: -9.350168800895407 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 40, 'entry_rsi_max': 49, 'take_profit_pct': 0.007, 'hold_ticks': 130, 'exit_sma_mult': 1.0045, 'position_size': 0.26}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:34:37,576] Trial 26257 finished with value: -10.37968833355514 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 40, 'entry_rsi_max': 48, 'take_profit_pct': 0.008, 'hold_ticks': 140, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:34:38,648] Trial 26258 finished with value: -631.0524255356919 and parameters: {'entry_sma_mult': 0.9964999999999999, 'entry_rsi_min': 40, 'entry_rsi_max': 50, 'take_profit_pct': 0.006, 'hold_ticks': 110, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:34:39,689] Trial 26259 finished with value: -23.011324075981555 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 39, 'entry_rsi_max': 49, 'take_profit_pct': 0.007, 'hold_ticks': 120, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:34:40,724] Trial 26260 finished with value: -23.011324075981555 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 39, 'entry_rsi_max': 49, 'take_profit_pct': 0.007, 'hold_ticks': 130, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:34:41,784] Trial 26261 finished with value: -21.679236692140442 and parameters: {'entry_sma_mult': 0.9964999999999999, 'entry_rsi_min': 40, 'entry_rsi_max': 50, 'take_profit_pct': 0.007, 'hold_ticks': 140, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:34:42,822] Trial 26262 finished with value: -20.038242308743413 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 40, 'entry_rsi_max': 48, 'take_profit_pct': 0.006, 'hold_ticks': 120, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:34:43,860] Trial 26263 finished with value: -3.532460387720512 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 40, 'entry_rsi_max': 49, 'take_profit_pct': 0.008, 'hold_ticks': 130, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:34:44,918] Trial 26264 finished with value: -23.011324075981555 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 39, 'entry_rsi_max': 49, 'take_profit_pct': 0.007, 'hold_ticks': 130, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:34:45,956] Trial 26265 finished with value: -1207.049366894095 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 40, 'entry_rsi_max': 49, 'take_profit_pct': 0.008, 'hold_ticks': 110, 'exit_sma_mult': 1.0045, 'position_size': 0.22}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:34:46,982] Trial 26266 finished with value: -3.3875436648761754 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 40, 'entry_rsi_max': 49, 'take_profit_pct': 0.005, 'hold_ticks': 120, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:34:48,034] Trial 26267 finished with value: -17.83556876858729 and parameters: {'entry_sma_mult': 0.9964999999999999, 'entry_rsi_min': 40, 'entry_rsi_max': 49, 'take_profit_pct': 0.007, 'hold_ticks': 130, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:34:49,020] Trial 26268 finished with value: -184.358652021986 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 39, 'entry_rsi_max': 48, 'take_profit_pct': 0.006, 'hold_ticks': 140, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:34:50,057] Trial 26269 finished with value: -2.902454481144905 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 40, 'entry_rsi_max': 49, 'take_profit_pct': 0.007, 'hold_ticks': 120, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:34:51,136] Trial 26270 finished with value: -57.322253655453466 and parameters: {'entry_sma_mult': 0.9964999999999999, 'entry_rsi_min': 39, 'entry_rsi_max': 50, 'take_profit_pct': 0.008, 'hold_ticks': 140, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:34:52,159] Trial 26271 finished with value: -146.49674383512428 and parameters: {'entry_sma_mult': 0.997, 'entry_rsi_min': 39, 'entry_rsi_max': 49, 'take_profit_pct': 0.007, 'hold_ticks': 110, 'exit_sma_mult': 1.0045, 'position_size': 0.22}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:34:53,188] Trial 26272 finished with value: -3.5110582926038663 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 40, 'entry_rsi_max': 48, 'take_profit_pct': 0.006, 'hold_ticks': 130, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:34:54,256] Trial 26273 finished with value: -3.651905213330956 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 40, 'entry_rsi_max': 49, 'take_profit_pct': 0.009000000000000001, 'hold_ticks': 120, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:34:55,285] Trial 26274 finished with value: -8.693599373620364 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 40, 'entry_rsi_max': 49, 'take_profit_pct': 0.007, 'hold_ticks': 130, 'exit_sma_mult': 1.005, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:34:56,355] Trial 26275 finished with value: -3.38228728134447 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 40, 'entry_rsi_max': 50, 'take_profit_pct': 0.006, 'hold_ticks': 120, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:34:57,463] Trial 26276 finished with value: -2.902454481144905 and parameters: {'entry_sma_mult': 0.996, 'entry_rsi_min': 40, 'entry_rsi_max': 49, 'take_profit_pct': 0.007, 'hold_ticks': 130, 'exit_sma_mult': 1.004, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
[I 2026-08-02 01:34:58,554] Trial 26277 finished with value: -36.65792611015266 and parameters: {'entry_sma_mult': 0.9954999999999999, 'entry_rsi_min': 39, 'entry_rsi_max': 49, 'take_profit_pct': 0.008, 'hold_ticks': 140, 'exit_sma_mult': 1.0045, 'position_size': 0.2}. Best is trial 4279 with value: -2.902454481144905.
